original_url,replication_url,description,result,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,replication_authors,replication_title,replication_journal,replication_volume,replication_issue,replication_pages,replication_year,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,discipline,tags,validated,validated_person,openalex_field,openalex_subfield,replication_citation_html,original_citation_html,Unnamed: 0,original_es_r,replication_es_r
http://doi.org/10.1080/08824096.2018.1525347,http://doi.org/10.1027/1864-1105/a000334,guilt-recovery,inconclusive,Viola C. Granow; Leonard Reinecke; Marc Ziegele,Binge-Watching and Psychological Well-Being: Media Use Between Lack of Control and Perceived Autonomy,Communication Research Reports,35.0,5,392,2018.0,Elena Erdmann; Tobias Dienlin,"Binge-Watching, Self-Determination, and Well-Being",Journal of Media Psychology,34.0,6,383,2022.0,499.0,,beta,,,,,668.0,,beta,,,,,,binge-watching; self-determination theory; media psychology; well-being,yes,forrt.org team: CD,Arts and Humanities,Literature and Literary Theory,"<a href=""https://doi.org/10.1027/1864-1105/a000334"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Erdmann E. <i>et al.</i> <i>Journal of Media Psychology</i> 2022</a>","<a href=""https://doi.org/10.1080/08824096.2018.1525347"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Granow V. <i>et al.</i> <i>Communication Research Reports</i> 2018</a>",23.0,-0.11,0.07
http://doi.org/10.1080/08824096.2018.1525347,http://doi.org/10.1027/1864-1105/a000334,guilt-vitality,inconclusive,Viola C. Granow; Leonard Reinecke; Marc Ziegele,Binge-Watching and Psychological Well-Being: Media Use Between Lack of Control and Perceived Autonomy,Communication Research Reports,35.0,5,392,2018.0,Elena Erdmann; Tobias Dienlin,"Binge-Watching, Self-Determination, and Well-Being",Journal of Media Psychology,34.0,6,383,2022.0,499.0,,beta,,,,,668.0,,beta,,,,,,binge-watching; self-determination theory; media psychology; well-being,yes,forrt.org team: CD,Arts and Humanities,Literature and Literary Theory,"<a href=""https://doi.org/10.1027/1864-1105/a000334"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Erdmann E. <i>et al.</i> <i>Journal of Media Psychology</i> 2022</a>","<a href=""https://doi.org/10.1080/08824096.2018.1525347"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Granow V. <i>et al.</i> <i>Communication Research Reports</i> 2018</a>",24.0,-0.15,-0.07
http://doi.org/https://doi.org/10.1037/ebs0000028,http://doi.org/10.1037/ebs0000279,"Concerns about disease, pathogens, germs can bias people toward categorizing social targets as members of an unfamiliar out-group",success,Anastasia Makhanova; Saul L. Miller; Jon K. Maner,Germs and the out-group: Chronic and situational disease concerns affect intergroup categorization.,Evolutionary Behavioral Sciences,9.0,1,8,2014.0,Anastasia Makhanova; Austin D. Eubanks; Jon K. Maner,"Does pathogen avoidance affect intergroup categorization? Replication of Makhanova, Miller, and Maner (2015).",Evolutionary Behavioral Sciences,17.0,2,171,2021.0,44.0,,etasq,,,,,489.0,,etasq,,,,,social psychology,"pathogen avoidance, germ aversion, social categorization, ageism, minimal group,Disease Threat and Out-Group Categorization",yes,forrt.org team: LK,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1037/ebs0000279"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Makhanova A. <i>et al.</i> <i>Evolutionary Behavioral Sciences</i> 2021</a>","<a href=""https://doi.org/https://doi.org/10.1037/ebs0000028"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Makhanova A. <i>et al.</i> <i>Evolutionary Behavioral Sciences</i> 2014</a>",25.0,0.31622777,0.10954451
http://doi.org/10.1126/science.1150952,http://doi.org/10.1037/pspa0000191,Spending money on other people leads to greater happiness than spending money on oneself (positive affect),inconclusive,Elizabeth W. Dunn; Lara B. Aknin; Michael I. Norton,Spending Money on Others Promotes Happiness,Science,319.0,5870,1687,2008.0,Lara B. Aknin; Elizabeth W. Dunn; Jason D. E. Proulx; Iris Lok; Michael I. Norton,Does spending money on others promote happiness?: A registered replication report.,Journal of Personality and Social Psychology,119.0,2,e15,2020.0,632.0,,b,,,,,5199.0,,,,,,,social psychology,Prosocial spending,yes,forrt.org team: LK,Psychology,Social Psychology,"<a href=""https://doi.org/10.1037/pspa0000191"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Aknin L. <i>et al.</i> <i>Journal of Personality and Social Psychology</i> 2020</a>","<a href=""https://doi.org/10.1126/science.1150952"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Dunn E. <i>et al.</i> <i>Science</i> 2008</a>",26.0,0.11,0.03
http://doi.org/10.1126/science.1150952,http://doi.org/10.1037/pspa0000191,Spending money on other people leads to greater happiness than spending money on oneself (positive emotion),inconclusive,Elizabeth W. Dunn; Lara B. Aknin; Michael I. Norton,Spending Money on Others Promotes Happiness,Science,319.0,5870,1687,2008.0,Lara B. Aknin; Elizabeth W. Dunn; Jason D. E. Proulx; Iris Lok; Michael I. Norton,Does spending money on others promote happiness?: A registered replication report.,Journal of Personality and Social Psychology,119.0,2,e15,2020.0,632.0,,b,,,,,5199.0,,,,,,,social psychology,Prosocial spending,yes,forrt.org team: LK,Psychology,Social Psychology,"<a href=""https://doi.org/10.1037/pspa0000191"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Aknin L. <i>et al.</i> <i>Journal of Personality and Social Psychology</i> 2020</a>","<a href=""https://doi.org/10.1126/science.1150952"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Dunn E. <i>et al.</i> <i>Science</i> 2008</a>",27.0,0.11,0.03
http://doi.org/10.1126/science.1150952,http://doi.org/10.1037/pspa0000191,Spending money on other people leads to greater happiness than spending money on oneself (retrospective positive emotion),inconclusive,Elizabeth W. Dunn; Lara B. Aknin; Michael I. Norton,Spending Money on Others Promotes Happiness,Science,319.0,5870,1687,2008.0,Lara B. Aknin; Elizabeth W. Dunn; Jason D. E. Proulx; Iris Lok; Michael I. Norton,Does spending money on others promote happiness?: A registered replication report.,Journal of Personality and Social Psychology,119.0,2,e15,2020.0,632.0,,b,,,,,5199.0,,,,,,,social psychology,Prosocial spending,yes,forrt.org team: LK,Psychology,Social Psychology,"<a href=""https://doi.org/10.1037/pspa0000191"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Aknin L. <i>et al.</i> <i>Journal of Personality and Social Psychology</i> 2020</a>","<a href=""https://doi.org/10.1126/science.1150952"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Dunn E. <i>et al.</i> <i>Science</i> 2008</a>",28.0,0.11,0.09
http://doi.org/10.1126/science.1211180,http://doi.org/10.1038/s41562-018-0399-z,Affirmative action policies promote women and do not harm effciency ,success,Loukas Balafoutas; Matthias Sutter,Affirmative Action Policies Promote Women and Do Not Harm Efficiency in the Laboratory,Science,335.0,6068,579,2012.0,Colin F. Camerer; Anna Dreber; Felix Holzmeister; Teck‐Hua Ho; Jürgen Huber; Magnus Johannesson; Michael Kirchler; Gideon Nave; Brian A. Nosek; Thomas Pfeiffer; Adam Altmejd; Nick Buttrick; Taizan Chan; Yiling Chen; Eskil Forsell; Anup Gampa; Emma Heikensten; Lily Hummer; Taisuke Imai; Siri Isaksson; Dylan Manfredi; Julia Rose; Eric‐Jan Wagenmakers; Hang Wu,Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015,Nature Human Behaviour,2.0,9,637,2018.0,72.0,,,,,,,243.0,,,,,,,psychology,"Social Science Replication Project, Science, Nature, Human Behavior",yes,forrt.org team: LKasseckert,Social Sciences,Gender Studies,"<a href=""https://doi.org/10.1038/s41562-018-0399-z"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Camerer C. <i>et al.</i> <i>Nature Human Behaviour</i> 2018</a>","<a href=""https://doi.org/10.1126/science.1211180"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Balafoutas L. <i>et al.</i> <i>Science</i> 2012</a>",29.0,0.277889222,0.146417424
http://doi.org/10.1126/science.1215647,http://doi.org/10.1038/s41562-018-0399-z,Analytic thinking promotes religious disbelief,inconclusive,Will M. Gervais; Ara Norenzayan,Analytic Thinking Promotes Religious Disbelief,Science,336.0,6080,493,2012.0,Colin F. Camerer; Anna Dreber; Felix Holzmeister; Teck‐Hua Ho; Jürgen Huber; Magnus Johannesson; Michael Kirchler; Gideon Nave; Brian A. Nosek; Thomas Pfeiffer; Adam Altmejd; Nick Buttrick; Taizan Chan; Yiling Chen; Eskil Forsell; Anup Gampa; Emma Heikensten; Lily Hummer; Taisuke Imai; Siri Isaksson; Dylan Manfredi; Julia Rose; Eric‐Jan Wagenmakers; Hang Wu,Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015,Nature Human Behaviour,2.0,9,637,2018.0,57.0,,,,,,,531.0,,,,,,,psychology,"Social Science Replication Project, Science, Nature, Human Behavior",yes,forrt.org team: LKasseckert,Social Sciences,Health,"<a href=""https://doi.org/10.1038/s41562-018-0399-z"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Camerer C. <i>et al.</i> <i>Nature Human Behaviour</i> 2018</a>","<a href=""https://doi.org/10.1126/science.1215647"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Gervais W. <i>et al.</i> <i>Science</i> 2012</a>",30.0,0.289140344,-0.035470117
http://doi.org/10.1126/science.1253932,http://doi.org/10.1038/s41562-018-0399-z,Avoiding overhead aversion in charity,success,Uri Gneezy; Elizabeth A. Keenan; Ayelet Gneezy,Avoiding overhead aversion in charity,Science,346.0,6209,632,2014.0,Colin F. Camerer; Anna Dreber; Felix Holzmeister; Teck‐Hua Ho; Jürgen Huber; Magnus Johannesson; Michael Kirchler; Gideon Nave; Brian A. Nosek; Thomas Pfeiffer; Adam Altmejd; Nick Buttrick; Taizan Chan; Yiling Chen; Eskil Forsell; Anup Gampa; Emma Heikensten; Lily Hummer; Taisuke Imai; Siri Isaksson; Dylan Manfredi; Julia Rose; Eric‐Jan Wagenmakers; Hang Wu,Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015,Nature Human Behaviour,2.0,9,637,2018.0,178.0,,,,,,,407.0,,,,,,,psychology,"Social Science Replication Project, Science, Nature, Human Behavior",yes,forrt.org team: LKasseckert,Social Sciences,Safety Research,"<a href=""https://doi.org/10.1038/s41562-018-0399-z"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Camerer C. <i>et al.</i> <i>Nature Human Behaviour</i> 2018</a>","<a href=""https://doi.org/10.1126/science.1253932"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Gneezy U. <i>et al.</i> <i>Science</i> 2014</a>",31.0,0.222969398,0.182338253
http://doi.org/10.1126/science.1224313,http://doi.org/10.1038/s41562-018-0399-z,"Body cues, not facial expressions, discriminate between intense positive and negative emotions",success,Hillel Aviezer; Yaacov Trope; Alexander Todorov,"Body Cues, Not Facial Expressions, Discriminate Between Intense Positive and Negative Emotions",Science,338.0,6111,1225,2012.0,Colin F. Camerer; Anna Dreber; Felix Holzmeister; Teck‐Hua Ho; Jürgen Huber; Magnus Johannesson; Michael Kirchler; Gideon Nave; Brian A. Nosek; Thomas Pfeiffer; Adam Altmejd; Nick Buttrick; Taizan Chan; Yiling Chen; Eskil Forsell; Anup Gampa; Emma Heikensten; Lily Hummer; Taisuke Imai; Siri Isaksson; Dylan Manfredi; Julia Rose; Eric‐Jan Wagenmakers; Hang Wu,Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015,Nature Human Behaviour,2.0,9,637,2018.0,15.0,,,,,,,14.0,,,,,,,psychology,"Social Science Replication Project, Science, Nature, Human Behavior",yes,forrt.org team: LKasseckert,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1038/s41562-018-0399-z"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Camerer C. <i>et al.</i> <i>Nature Human Behaviour</i> 2018</a>","<a href=""https://doi.org/10.1126/science.1224313"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Aviezer H. <i>et al.</i> <i>Science</i> 2012</a>",32.0,0.961380601,0.828870177
http://doi.org/10.1126/science.1183532,http://doi.org/10.1038/s41562-018-0399-z,costly punishment in ecological systems is used but lacks a gross positive effect on resource harvesting unless combined with communication,success,Marco A. Janssen; Robert Holahan; Allen Lee; Элинор Остром,Lab Experiments for the Study of Social-Ecological Systems,Science,328.0,5978,613,2010.0,Colin F. Camerer; Anna Dreber; Felix Holzmeister; Teck‐Hua Ho; Jürgen Huber; Magnus Johannesson; Michael Kirchler; Gideon Nave; Brian A. Nosek; Thomas Pfeiffer; Adam Altmejd; Nick Buttrick; Taizan Chan; Yiling Chen; Eskil Forsell; Anup Gampa; Emma Heikensten; Lily Hummer; Taisuke Imai; Siri Isaksson; Dylan Manfredi; Julia Rose; Eric‐Jan Wagenmakers; Hang Wu,Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015,Nature Human Behaviour,2.0,9,637,2018.0,63.0,,,,,,,42.0,,,,,,,psychology,"Social Science Replication Project, Science, Nature, Human Behavior",yes,forrt.org team: LKasseckert,Social Sciences,Safety Research,"<a href=""https://doi.org/10.1038/s41562-018-0399-z"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Camerer C. <i>et al.</i> <i>Nature Human Behaviour</i> 2018</a>","<a href=""https://doi.org/10.1126/science.1183532"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Janssen M. <i>et al.</i> <i>Science</i> 2010</a>",33.0,0.631400585,0.343817025
http://doi.org/10.1126/science.1221936,http://doi.org/10.1038/s41562-018-0399-z,episodic memory decisions induce lingering mnemonic biases,success,Katherine Duncan; Arhanti Sadanand; Lila Davachi,Memory’s Penumbra: Episodic Memory Decisions Induce Lingering Mnemonic Biases,Science,337.0,6093,485,2012.0,Colin F. Camerer; Anna Dreber; Felix Holzmeister; Teck‐Hua Ho; Jürgen Huber; Magnus Johannesson; Michael Kirchler; Gideon Nave; Brian A. Nosek; Thomas Pfeiffer; Adam Altmejd; Nick Buttrick; Taizan Chan; Yiling Chen; Eskil Forsell; Anup Gampa; Emma Heikensten; Lily Hummer; Taisuke Imai; Siri Isaksson; Dylan Manfredi; Julia Rose; Eric‐Jan Wagenmakers; Hang Wu,Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015,Nature Human Behaviour,2.0,9,637,2018.0,15.0,,,,,,,92.0,,,,,,,psychology,"Social Science Replication Project, Science, Nature, Human Behavior",yes,forrt.org team: LKasseckert,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1038/s41562-018-0399-z"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Camerer C. <i>et al.</i> <i>Nature Human Behaviour</i> 2018</a>","<a href=""https://doi.org/10.1126/science.1221936"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Duncan K. <i>et al.</i> <i>Science</i> 2012</a>",34.0,0.673590839,0.436459839
http://doi.org/10.1126/science.1207745,http://doi.org/10.1038/s41562-018-0399-z,Google effects on memory: cognitive consequences of having information at our fngertips,inconclusive,Betsy Sparrow; Jenny Liu; Daniel M. Wegner,Google Effects on Memory: Cognitive Consequences of Having Information at Our Fingertips,Science,333.0,6043,776,2011.0,Colin F. Camerer; Anna Dreber; Felix Holzmeister; Teck‐Hua Ho; Jürgen Huber; Magnus Johannesson; Michael Kirchler; Gideon Nave; Brian A. Nosek; Thomas Pfeiffer; Adam Altmejd; Nick Buttrick; Taizan Chan; Yiling Chen; Eskil Forsell; Anup Gampa; Emma Heikensten; Lily Hummer; Taisuke Imai; Siri Isaksson; Dylan Manfredi; Julia Rose; Eric‐Jan Wagenmakers; Hang Wu,Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015,Nature Human Behaviour,2.0,9,637,2018.0,69.0,,,,,,,234.0,,,,,,,psychology,"Social Science Replication Project, Science, Nature, Human Behavior",yes,forrt.org team: LKasseckert,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1038/s41562-018-0399-z"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Camerer C. <i>et al.</i> <i>Nature Human Behaviour</i> 2018</a>","<a href=""https://doi.org/10.1126/science.1207745"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Sparrow B. <i>et al.</i> <i>Science</i> 2011</a>",35.0,0.367646217,0.049590591
http://doi.org/10.1126/science.1195701,http://doi.org/10.1038/s41562-018-0399-z,imagined consumption reduces actual consumption,success,Carey K. Morewedge; Young Eun Huh; Joachim Vosgerau,Thought for Food: Imagined Consumption Reduces Actual Consumption,Science,330.0,6010,1530,2010.0,Colin F. Camerer; Anna Dreber; Felix Holzmeister; Teck‐Hua Ho; Jürgen Huber; Magnus Johannesson; Michael Kirchler; Gideon Nave; Brian A. Nosek; Thomas Pfeiffer; Adam Altmejd; Nick Buttrick; Taizan Chan; Yiling Chen; Eskil Forsell; Anup Gampa; Emma Heikensten; Lily Hummer; Taisuke Imai; Siri Isaksson; Dylan Manfredi; Julia Rose; Eric‐Jan Wagenmakers; Hang Wu,Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015,Nature Human Behaviour,2.0,9,637,2018.0,32.0,,,,,,,89.0,,,,,,,psychology,"Social Science Replication Project, Science, Nature, Human Behavior",yes,forrt.org team: LKasseckert,Psychology,Applied Psychology,"<a href=""https://doi.org/10.1038/s41562-018-0399-z"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Camerer C. <i>et al.</i> <i>Nature Human Behaviour</i> 2018</a>","<a href=""https://doi.org/10.1126/science.1195701"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Morewedge C. <i>et al.</i> <i>Science</i> 2010</a>",36.0,0.453113467,0.354691803
